INFO_ORIGE,ID,COLLECTORS,PAIS,Locality,Habitat,Abundance,Plant_Desc,Min_Elevat,Max_Elevat,Averege_Elevat,SRTM90m,Average_STRM90M_STRM30M,Datum geodesico,LATITUDE,LONGITUD,Useful_mapping,GENUS,full_scien,name_clean,Tipo,Common_Nam,Repository,IUCN_RL_CO,IUCN_RL_cr,GEPC_Natio,GEPC_Nat_1,Native,Endemic
GBIF,1321959989,B. G. Stergios & R. Caracas,VENEZUELA,"Parque Nacional Guaramacal, Paramo de Guaramacal",no data,no data,no data,0,0,0,2741,2746,no data,9.20611,-70.1936,1,Espeletia,Espeletia griffinii Ruiz-Terán & Lopez-Fig.,Espeletia griffinii,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,1321601622,R. Riina & R. Duno de Stefano,VENEZUELA,"(Borde con Lara). Mun. Carache, arriba de Mesa Arriba, P.N. Dinira, bajando al del Paramo del Jabon a Mesa Arriba.",no data,no data,no data,0,0,0,2901,2892.5,no data,9.56568,-70.1329,1,Espeletia,Espeletia neriifolia (Bonpl. ex Humb.) Sch.Bip. ex Wedd.,Espeletia neriifolia,Especie,no data,no data,LC,NA,EN,B1ab(iii),Native,NA
GBIF,1321469435,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,"Paramo de El Turmal. Paramo de El Turmal (unos 15 kms. al E de Carache, junto a los Limites de Lara y del Paramo de El Jabon): Tres Pozos.",no data,no data,no data,0,0,0,2834,2826.5,no data,9.57947,-70.1253,1,Espeletia,Espeletia emmanuelis (Cuatrec.) Mavárez,Espeletia emmanuelis,Especie,no data,no data,NE,NA,NA,NA,Native,NA
GBIF,1321467458,L. E. Ruiz-Teran & M. Lopez Figueiras,VENEZUELA,"Estribaciones del Paramo de de La Cristalina, junto al viejo camino de bocon a Trujillo, Cordillera de los Andes.",no data,no data,no data,0,0,0,2869,2867.5,no data,9.28166,-70.3474,1,Espeletia,Espeletia bracteosa Standl.,Espeletia bracteosa,Especie,no data,no data,NE,NA,NA,NA,NA,NA
GBIF,1321455759,M. Lopez Figueiras,VENEZUELA,"Paramo de la Canada. En El Yegerio, un sector del Paramo de La Cristalina, Cordillera de los Andes.",En potrerios,no data,no data,0,0,0,2390,2392.5,no data,9.37449,-70.3131,1,Espeletia,Espeletia × cristalinensis Cuatrec.,Espeletia × cristalinensis,Hibrido,no data,no data,NE,NA,NA,NA,Native,NA
GBIF,1321169430,"R. Riina, R. Duno de Stefano, R. Ghinaglia & R. Gonto",VENEZUELA,"Paramo de Jabon. Parque nacional Dinira. Ladera del Paramo de Jabon, vertiente hacia el Tocuyo, sector Los Charquitos.",no data,no data,no data,0,0,0,2881,2884.5,no data,9.57389,-70.1008,1,Espeletia,Espeletia vergarae (Cuatrec. & Lopez-Fig.) Mavarez,Espeletia vergarae,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1320961032,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,Paramo de El Turmal. A unos 15 kms. al E de Carache junto a los Limites con Lara y Paramo de El Jabon; entre los Tres Pozos y Hoyo de Los Tbanos.,no data,no data,no data,0,0,0,2812,2814,no data,9.54235,-70.0951,1,Espeletia,Espeletia vergarae (Cuatrec. & Lopez-Fig.) Mavarez,Espeletia vergarae,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1320703097,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,Paramo de El Turmal. A unos 15 kms. al E de Carache junto a los Limites con Lara y Paramo de El Jabon; entre los Tres Pozos y Hoyo de Los Tbanos.,no data,no data,no data,0,0,0,2812,2819.5,no data,9.54209,-70.0947,1,Espeletia,Espeletia vergarae (Cuatrec. & Lopez-Fig.) Mavarez,Espeletia vergarae,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1320565881,L. E. Ruiz-Teran & M. Lopez Figueiras,VENEZUELA,"Paramo de la Canada. Un sector del gran Paramo de la Cristalina, cordillera de los Andes.",no data,no data,no data,0,0,0,2613,2617,no data,9.37396,-70.2936,1,Espeletia,Espeletia × cristalinensis Cuatrec.,Espeletia × cristalinensis,Hibrido,no data,no data,NE,NA,NA,NA,Native,NA
GBIF,1320563703,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,Paramo del Jabon. Paramo del Jabon (vertiente oriental).,no data,no data,no data,0,0,0,3247,3249,no data,9.52163,-70.1051,1,Espeletia,Espeletia jabonensis Cuatrec.,Espeletia jabonensis,Especie,no data,no data,NE,NA,NA,NA,Native,NA
GBIF,1320528972,L. E. Ruiz-Teran & M. Lopez Figueiras,VENEZUELA,"Paramo de El Jabon. A uno y otor lado de la fila o cresta que representa el Limite entre los estados Lara y Trujillo, en direccin S., hacia el Paramo de Cend, unos 15 km al E de la poblacin de Carache.",no data,no data,no data,0,0,0,3149,3150,no data,9.56359,-70.1062,1,Espeletia,Espeletia liscanoana Cuatrec.,Espeletia liscanoana,Especie,no data,no data,EN,"B1ab(iii,iv)+2ab(iii,iv)",NA,NA,Native,NA
GBIF,1320485965,L. E. Ruiz-Teran & M. Lopez Figueiras,VENEZUELA,"Paramo de la Canada. Paramo de la Canada, un sector del gran Paramo de la Cristalina, cordillera de los Andes.",no data,no data,no data,0,0,0,2560,2564.5,no data,9.32838,-70.3449,1,Espeletia,Espeletia aristeguietana Cuatrec.,Espeletia aristeguietana,Especie,no data,no data,NE,NA,NA,NA,NA,NA
GBIF,1320226840,"R. Riverio, L. J. Dorr, L. C. Barnett & W. Diaz P.",VENEZUELA,Paramo de Turmal,no data,no data,no data,0,0,0,2857,2856.5,no data,9.48333,-70.15,1,Espeletia,Espeletia jabonensis Cuatrec.,Espeletia jabonensis,Especie,no data,no data,NE,NA,NA,NA,Native,NA
GBIF,1320051549,R. Duno de Stefano & R. Riina,VENEZUELA,"P.N. Dinira, arriba de Mesa Arriba, cumbre del pico Cend y laderas. Limite con Estado Lara.","vegetacion abierta con muchos afloramientos rocosos dominada por gramineas y compuestas, algunos arbustos muy pequeos.",no data,no data,0,0,0,3363,3351.5,no data,9.52302,-70.1129,1,Espeletia,Espeletia arborea Aristeg.,Espeletia arborea,Especie,no data,no data,VU,NA,NA,NA,NA,NA
GBIF,1319927340,B. G. Stergios & L. Zambrano,VENEZUELA,"Parque Nacional Guaramacal, Fila de Agua Fria",no data,no data,no data,0,0,0,2804,2801.5,no data,9.2783,-70.1442,1,Espeletia,Espeletia viridis Aristeg.,Espeletia viridis,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1319834247,L. E. Ruiz-Teran & M. Lopez Figueiras,VENEZUELA,"Los pocitos de El Alto, cerca del camino hacia Humocario Alto, Paramo de El Jabon, en los Limites entre los estados Lara y Trujillo, Cordillera de los Andes, unos 15 km al E de la poblacin de Carache.",no data,no data,no data,0,0,0,3091,3089.5,no data,9.55503,-70.124,1,Espeletia,Espeletia ulotricha Cuatrec.,Espeletia ulotricha,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1319817962,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,Paramo de El Turmal. A unos 15 kms. al E de Carache junto a los Limites con Lara y Paramo de El Jabon; Llano del Tigre.,no data,no data,no data,0,0,0,2997,2997,no data,9.53914,-70.0992,1,Espeletia,Espeletia paltonioides Standl.,Espeletia paltonioides,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1319677825,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,"Paramo de La Cristalina. Paramo de La Cristalina, en una caanada boscosa.",no data,no data,no data,0,0,0,2545,2556,no data,9.3028,-70.3243,1,Espeletia,Espeletia bracteosa Standl.,Espeletia bracteosa,Especie,no data,no data,NE,NA,NA,NA,NA,NA
GBIF,1319392033,M. Lopez Figueiras,VENEZUELA,"Paramo de El Jabon. Junto El Jabon, cercanas de Carache.",no data,no data,no data,0,0,0,3259,3251,no data,9.52717,-70.1005,1,Espeletia,Espeletia parvula (Cuatrec.) Mavarez,Espeletia parvula,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1319371569,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,Paramo de El Turmal. A unos 15 kms. al E de Carache junto a los Limites con Lara y Paramo de El Jabon; Llano del Tigre.,no data,no data,no data,0,0,0,3006,2998.5,no data,9.53707,-70.0968,1,Espeletia,Espeletia paltonioides Standl.,Espeletia paltonioides,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1319327306,R. Duno de Stefano & R. Riina,VENEZUELA,"(Limite con Lara) P.N. Dinira, fila del Paramo del Avin, arriba de Mesa Arriba y al SE del Paramo de Cend.",no data,no data,no data,0,0,0,2983,2985,no data,9.5611,-70.1411,1,Espeletia,Espeletia jabonensis Cuatrec.,Espeletia jabonensis,Especie,no data,no data,NE,NA,NA,NA,Native,NA
GBIF,1319305283,J. Cuatrecasas & M. Lopez Figueiras,VENEZUELA,Paramo de la Cristalina. Zanjn de la Canada.,Lomas parameras,no data,no data,0,0,0,2818,2814.5,no data,9.30826,-70.3386,1,Espeletia,Espeletia aristeguietana Cuatrec.,Espeletia aristeguietana,Especie,no data,no data,NE,NA,NA,NA,NA,NA
GBIF,1319224372,"R. Riina, R. Duno de Stefano, R. Ghinaglia & R. Gonto",VENEZUELA,"Parque nacional Dinira. Ladera del Paramo de Jabon, vertiente hacia el Tocuyo, sector Los Charquitos.",no data,no data,no data,0,0,0,2881,2884.5,no data,9.5739,-70.1008,1,Espeletia,Espeletia jabonensis Cuatrec.,Espeletia jabonensis,Especie,no data,no data,NE,NA,NA,NA,Native,NA
GBIF,1319134383,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,"Paramo de El Turmal. Paramo de El Turmal (unos 15 kms. al E. de Carache, junto a los Limites de Lara y del Paramo de El Jabon: Tres Pozos.",no data,no data,no data,0,0,0,2831,2833.5,no data,9.54196,-70.0893,1,Espeletia,Espeletia jabonensis Cuatrec.,Espeletia jabonensis,Especie,no data,no data,NE,NA,NA,NA,Native,NA
GBIF,1319037355,M. Lopez Figueiras & H. A. Rodriguez,VENEZUELA,"Paramo de Las riosas. Limite de los estados Trujillo-Lara: vertiente oriental del P. de Las riosas, cercanas de Carache.",no data,no data,no data,0,0,0,3193,3196,no data,9.58915,-70.1195,1,Espeletia,Espeletia ulotricha Cuatrec.,Espeletia ulotricha,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1318911199,"R. Riina, R. Duno de Stefano, R. Ghinaglia & R. Gonto",VENEZUELA,Parque Nacional Dinira. Fila hacia el Pico Cend. Limite con Estado de Lara.,vegetacion arbustiva baja entre riocas en la cumbre y herbacea en sitios priotegidos o depresiones en la fila.,no data,no data,0,0,0,3462,3466,no data,9.5328,-70.1111,1,Espeletia,Espeletia ulotricha Cuatrec.,Espeletia ulotricha,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1318785155,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,Paramo de El Turmal. A unos 15 kms. al E de Carache junto a los Limites con Lara y Paramo de El Jabon; entre los Tres Pozos y Hoyo de Los Tbanos.,no data,no data,no data,0,0,0,2831,2826,no data,9.54324,-70.0955,1,Espeletia,Espeletia vergarae (Cuatrec. & Lopez-Fig.) Mavarez,Espeletia vergarae,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1318597570,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,Paramo de El Turmal. A unos 15 kms. al E de Carache junto a los Limites con Lara y Paramo de El Jabon; Llano del Tigre.,no data,no data,no data,0,0,0,3008,3007,no data,9.53689,-70.0952,1,Espeletia,Espeletia paltonioides Standl.,Espeletia paltonioides,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1318372600,"R. Riina, R. Duno de Stefano, R. Ghinaglia & R. Gonto",VENEZUELA,"Parque nacional Dinira. Ladera vertiente hacia el Tocuyo, sector La Lajita, camino hacia La Lajita.",vegetacion herbacea con arbustos dispersos o agrupados en pequenas islas.,no data,no data,0,0,0,2743,2739.5,no data,9.5464,-70.0939,1,Espeletia,Espeletia emmanuelis (Cuatrec.) Mavárez,Espeletia emmanuelis,Especie,no data,no data,NE,NA,NA,NA,Native,NA
GBIF,1318149535,M. Monasterio,VENEZUELA,Paramo del Cend. Lara.,no data,no data,no data,0,0,0,3549,3553.5,no data,9.52749,-70.1133,1,Espeletia,Espeletia ulotricha Cuatrec.,Espeletia ulotricha,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1317898153,M. Monasterio,VENEZUELA,Paramo de Cend.,no data,no data,no data,0,0,0,3549,3552,no data,9.52772,-70.1133,1,Espeletia,Espeletia liscanoana Cuatrec.,Espeletia liscanoana,Especie,no data,no data,EN,"B1ab(iii,iv)+2ab(iii,iv)",NA,NA,Native,NA
GBIF,1317858141,M. Lopez Figueiras,VENEZUELA,"Bosque Mesederio, encima de Mesa Arriba del Turmal, colindante con el Paramo El Turmal, cercanas de Carache.",no data,no data,no data,0,0,0,2337,2346,no data,9.59242,-70.1439,1,Espeletia,Espeletia × wurdackii Ruiz-Teran & Lopez-Fig.,Espeletia × wurdackii,Hibrido,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1317772939,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,Paramo de El Turmal. A unos 15 kms. al E de Carache junto a los Limites con Lara y Paramo de El Jabon; Llano del Tigre.,no data,no data,no data,0,0,0,2982,2988,no data,9.53709,-70.0975,1,Espeletia,Espeletia paltonioides Standl.,Espeletia paltonioides,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1317502354,R. Duno de Stefano & R. Riina,VENEZUELA,"(Borde con Lara). Mun. Carache, P.N. Dinira, fila del Paramo del Avin, arriba de Mesa Arriba y al SE del Paramo de Cend.",no data,no data,no data,0,0,0,2313,2309.5,no data,9.5778,-70.1411,1,Espeletia,Espeletia neriifolia (Bonpl. ex Humb.) Sch.Bip. ex Wedd.,Espeletia neriifolia,Especie,no data,no data,LC,NA,EN,B1ab(iii),Native,NA
GBIF,1317438417,"J. Cuatrecasas, L. E. Ruiz-Teran & M. Lopez Figueiras",VENEZUELA,Paramo de El Turmal. A unos 15 kms. al E de Carache junto a los Limites con Lara y Paramo de El Jabon; Llano del Tigre.,no data,no data,no data,0,0,0,3015,3011,no data,9.54022,-70.0998,1,Espeletia,Espeletia paltonioides Standl.,Espeletia paltonioides,Especie,no data,no data,NA,NA,NA,NA,Native,NA
GBIF,1317416207,L. E. Ruiz-Teran & M. Lopez Figueiras,VENEZUELA,"Paramo de Cend. Vertiente occidental, cordillera de los Andes.",no data,no data,no data,0,0,0,3100,3090,no data,9.53416,-70.1228,1,Espeletia,Espeletia liscanoana Cuatrec.,Espeletia liscanoana,Especie,no data,no data,EN,"B1ab(iii,iv)+2ab(iii,iv)",NA,NA,Native,NA
GBIF,1317360749,M. Lopez Figueiras,VENEZUELA,"Paramo de El Jabon. Junto El Jabon, cercanas de Carache.",no data,no data,no data,0,0,0,3272,3261,no data,9.55639,-70.1217,1,Espeletia,Espeletia liscanoana Cuatrec.,Espeletia liscanoana,Especie,no data,no data,EN,"B1ab(iii,iv)+2ab(iii,iv)",NA,NA,Native,NA
GBIF,1260727355,Laurence J. Dorr|L.C. Barnett|W. Diaz P.,VENEZUELA,"Distr. Bocon. Paramo de Guaramacal, SE of Bocon. In Paramo.",no data,no data,no data,0,0,0,1529,1528.5,no data,9.16667,-70.18333,1,Espeletia,Espeletia paltonioides Standl.,Espeletia paltonioides,Especie,no data,no data,NA,NA,NA,NA,Native,NA
Diaz,Whit622,"White, Starker; Alverson, W.S.",COLOMBIA,"Magdalena  Valley of R?åo Guiachinacopunameina (73‚à´ 40'W, 10‚à´ 44-45'N), in a Bosque Pluvial Montano/Paramo Pluvial Subalpino transition zone with appriox. 2000mm/year rainfall.",no data,no data,"Frailejon-composite tree. Slash of trunk shows outer downy silver hairy covering then a firm moist green layer (3mm). Then a pale layer (1-2mm) & then the tan woody core, which in older branches & trunks becomes very hard. The plant can be seen with flrs",3500,3500,3500,3740,3736.5,WGS84,10.73333,-73.66667,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
GBIF,1890917083,S. White,COLOMBIA,Valley of rio Guiachinacopunameina.,no data,no data,no data,0,0,0,3740,3736.5,no data,10.73333,-73.66666,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Rome4564,"romerio-Castaneda, R.",COLOMBIA,"Magdalena Cienaga Vert.W,sierra Nevia.",no data,no data,no data,0,0,0,4434,4426.5,WGS84,10.78379,-73.78046,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Van 1177,"van der Hammen, Th.",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta; valle del Rio Donachuy, camino Corisa-Nabona Lake.",no data,no data,no data,3200,3200,3200,3008,3013.5,WGS84,10.77452,-73.51845,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Hamm1177,"Hammen, T. van der",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta; valle del rio Donachuy, camino al lago Corisa - Naboba.",no data,no data,no data,3200,3200,3200,3158,3167,WGS84,10.77596,-73.52183,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Cuat24649,"Cuatrecasas, Jose; romerio-Castaneda, R.",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta, southeasTeran slopes: Hoya del Rio Donachu??: Laguna de Calocribe (easTeran of Meollaca).",no data,no data,no data,3450,3450,3450,3329,3334.5,WGS84,10.77593,-73.5397,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Cuat24534,"Cuatrecasas, Jose; romerio-Castaneda, R.",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta, southeasTeran slopes: Hoya del Rio Donachu??: Laguna de Calocribe (easTeran of Meollaca).",no data,no data,no data,3600,3600,3600,3600,3608.5,WGS84,10.7854,-73.56159,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Carr59,"Carriker, M.A.",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta, Rio Guatapuri (Mitocua), narriow, deep gulch running up mountain side, about a mile above river.",no data,no data,no data,3350,3350,3350,3179,3179,WGS84,10.8351,-73.48488,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Rome918,"romerio-Castaneda, R.",COLOMBIA,"Magdalena  Adurimeina, Santa Marta Mts.",no data,no data,no data,0,0,0,3342,3338.5,WGS84,10.94193,-73.86097,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Rang997,"Rangel Ch., J. Orlando",COLOMBIA,Magdalena  Sierra Nevia de Santa Marta. Transecto del Buritaza (Filo La Cumbre).,no data,no data,no data,3500,3500,3500,3593,3609.5,WGS84,10.92039,-73.86978,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Hirk1747,"Hirkbride, J.H. Jr.; Forerio, E.",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta, quebrada friom Laguna Rio FRio.",no data,no data,no data,3250,3250,3250,3412,3420,WGS84,10.92433,-73.88118,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Fore618,"Forerio Gonzalez, Enrique",COLOMBIA,"Magdalena  Sierra Nevia del Santa Marta, quebrada de la Laguna, rio Frio.",no data,no data,no data,3250,3250,3250,3871,3872,WGS84,10.91667,-73.88333,1,Espeletia,Espeletia neriifolia (Bonpl. ex Humb.) Sch.Bip. ex Wedd.,Espeletia neriifolia,Especie,no data,no data,LC,NA,EN,B1ab(iii),Native,NA
Diaz,Barc6761a,"Barclay, Harriet George; Juajibioy, P.",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta, alrededores de cabeceras Rio Sevilla. Top of first peak east of head of valley. Sta 18.",no data,no data,no data,3740,3740,3740,3828,3849,WGS84,10.89016,-73.89579,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Barc6710a,"Barclay, Harriet George; Juajibioy, P.",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta, alrededores de cabeceras Rio Sevilla. Growing between riock outcriops above river, near camp. Sta. 4.",no data,no data,no data,3410,3410,3410,3433,3431,WGS84,10.88607,-73.90094,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Barc6630,"Barclay, Harriet George",COLOMBIA,"Magdalena  Sierra Nevia,Alrededores cabecera del rio Sevilla,ca., North-facing slope.",no data,no data,"Tree, 5 meters and 30cm tall. Many branches. Leaves as for 6600. Embryonic leaves silky white hairy. Rays of inflorescence white, disc flowers green.",3360,3360,3360,3606,3600.5,WGS84,10.88752,-73.89873,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Barc6600,"Barclay, Harriet George",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta, alrededores cabecera del rio Sevilla.",no data,no data,no data,3560,3560,3560,3733,3744.5,WGS84,10.8892,-73.89943,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
GBIF,1844943927,J. H. Jr Kirkbride,COLOMBIA,Sierra Nevia de Santa Marta. Quebrada de la Laguna rio Frio,no data,no data,no data,0,0,0,3238,3243.5,no data,10.92812,-73.88126,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Seif440,Seifriz,COLOMBIA,Magdalena  30 millas al norte de Dibulla.,no data,no data,no data,3800,3800,3800,3730,3740,WGS84,10.87298,-73.52849,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Barc6992,"Barclay, Harriet George",COLOMBIA,"Magdalena Santa Marta Sierra Nevia de Santa Marta,alr.Cabecera del rio Ancho,par.Macotama., Sierra Nevia de Santa Marta; alrededores de cabeceras de R?åo Ancho; Paramo de Macotama. Among large riocks between high ridge and crest aboviand southeast of",no data,no data,no data,3490,3490,3490,4173,4173.5,WGS84,10.8593,-73.62423,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Barc6985a,"Barclay, Harriet George; Juajibioy, P.",COLOMBIA,"Magdalena  Sierra Nevia de Santa Marta, alrededores de cabeceras Rio Ancho. On riocky slope slightly above edge of lake. Sta 8.",no data,no data,no data,3750,3750,3750,4210,4206,WGS84,10.84613,-73.63739,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Barc6930,"Barclay, Harriet George",COLOMBIA,"Magdalena Santa Marta Sierra Nevia de Santa Marta, Paramo de Macotama., Paramo de Macotundra and higher tundra on mountains to SE.",no data,no data,no data,3490,3490,3490,4154,4157,WGS84,10.85285,-73.63473,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
Diaz,Till747-921,"Tillett, S.S.; Hönig, k.W. 747-921",VENEZUELA,"VENEZUELA: Zulia. Machiques de Perija. Along the inTeranational boundary, friom hacienda Buenavista to N side of Cerro Laminado (ca. 5 km N of B.); headwaters of Rio Apon.",no data,no data,In flower.,3300,3650,3475,3465,3467.5,WGS84,10.33972,-72.90389,1,Espeletia,Espeletia divisoriensis (Cuatrec.) Mavárez,Espeletia divisoriensis,Especie,no data,US,EN,B2ab(iii),EN,"B1ab(ii,iii)",Native,NA
Diaz,Till747-1126,"Tillett, S.S.; DELETE 747-1126",VENEZUELA,"VENEZUELA: Zulia. Sierra de Perija. (Colombian-Venezuelan boundary), camp Monte Viruela, on tepui-like limestone massif (5.0 x 2.5 km), on inTeranational boundary.",no data,no data,"Stem 1 dm, pungent umbelliferious odor, vestiture white except golden-tan hairs on leaf axils, lower sheaths of inflorescences flushed deep red within, rays yellow, disc coriollas greenish yellow with yellow tips, flowers sweet fragrant visited by bees a",3100,3100,3100,3113,3107,WGS84,10.4449,-72.88269,1,Espeletia,Espeletia tillettii Cuatrec.,Espeletia tillettii,Especie,no data,"US, MYF, VEN",NA,NA,NA,NA,Native,NA
Diaz,Till747-1073,"Tillett, S.S.; Hönig, k.W. 747-1073",VENEZUELA,"VENEZUELA: Zulia. Machiques de Perija. Envirions of Campamento Friontera V, on inTeranational boundary; headwaters of Rio Guasare; SIERRA DE PERIJ?Å - SERRANIA DE VALLEDUPAR. .","On main maleterio trail friom Manaure, Colombia; the whole area severily burned over in the past 10 years, and overgrazed, changed friom nearly complete cover of forest to grass savanna, much of the soil highly erioded and with a high prioportion of char",Locally dominant in patches on open sunny hillside.,"Priobably a young population; stems 2-3 dm tall; herbage with striong resinous Juniperus odor; leaves coriaceous, lustrious medium green and rugose above, beneath matte lighter green with silky tan-white pubescent; phyllaries with briown pubescent; rays",2700,3300,3000,2530,2532,WGS84,10.3855,-72.87847,1,Espeletia,Espeletia perijaensis Cuatrec.,Espeletia perijaensis,Especie,Frailejon,US,EN,"B1ab(ii,iii)",EN,"B1ab(ii,iii)",Native,NA
Diaz,Till746-697,"Tillett, S.S.; Hönig, k.W. 746-697",VENEZUELA,"VENEZUELA: Zulia. Machiques de Perija. Envirions of Campamento Friontera II, mesa below inTeranational boundary on main ridge; headwaters of Rio Negro; SIERRA DE PERIJ?Å, SERRAN?çA DE LOS MOTILONES. .","Main ridge mostly horizontal red sandstones and grey conglomerates, the lateral riolling ridges and more level areas with a very thin soil on a variety of silty, sandy, or gravelly substrate, varying friom near-white to red-purple, and in many areas with",Locally common in patches.,"In level areas with grasses and shrubs, always near wet areas; stem to 4 dm; leaf sheath light straw without, lustrious light grey-green at apex within shading below to straw white; leaves light grey-green; peduncle slightly more tan, inflorescence sligh",3000,3000,3000,2981,2986.5,WGS84,10.00361,-72.97361,1,Espeletia,Espeletia perijaensis Cuatrec.,Espeletia perijaensis,Especie,Frailejon,US,EN,"B1ab(ii,iii)",EN,"B1ab(ii,iii)",Native,NA
Diaz,Rang11163,"Rangel Ch., J. Orlando",COLOMBIA,"Cesar Manaure Serrania del Perija, Cerro del Avion.",no data,no data,no data,3400,3400,3400,3253,3253,WGS84,10.36027,-72.90753,1,Espeletia,Espeletia perijaensis Cuatrec.,Espeletia perijaensis,Especie,Frailejon,no data,EN,"B1ab(ii,iii)",EN,"B1ab(ii,iii)",Native,NA
